probe_id;address_v4;address_v6;cc;asn_v4;asn_v6
10602;72.184.193.252;2001:470:d900:0:fa1a:67ff:fe4d:7132;US;33363;6939
10615;213.46.228.225;2001:730:0:f:a2f3:c1ff:fec4:5d22;NL;6830;6830
10619;46.226.1.10;2a00:a600:a01:0:a2f3:c1ff:fe9c:a1b9;GB;56595;56595
10635;195.114.102.151;2a00:13d0:101:3::151;GB;48961;48961
10640;67.228.81.214;2607:f0d0:2001:78::2;US;36351;36351
10643;195.74.102.114;2001:4d48:1024:0:a2f3:c1ff:fec4:48ef;GB;8468;8468
10653;194.0.58.50;2001:67c:3e0:111::2;GB;49962;49962
10654;87.123.196.150;2001:16b8:f81:5400:fa1a:67ff:fe4d:76eb;DE;8881;8881
10657;50.23.39.62;2607:f0d0:1201:6::2;US;36351;36351
10660;62.73.145.205;2001:4138:fed6:ffff::205:1;GB;15533;15533
10663;50.0.18.166;2607:f598:b36a:ff1:fa1a:67ff:fe4d:6ea6;US;46375;32329
10668;206.197.161.186;2001:470:9a:128:fa1a:67ff:fe4d:7488;US;17197;17197
10674;50.23.93.62;2607:f0d0:2101:5b::2;US;36351;36351
10675;173.192.213.14;2607:f0d0:3001:63::2;US;36351;36351
10677;50.23.207.118;2607:f0d0:1101:297::2;US;36351;36351
10686;86.181.154.33;2a00:23c6:3493:d501:fa1a:67ff:fe4d:4d3c;GB;2856;2856
10693;73.17.97.243;2601:197:4480:1ec0:fa1a:67ff:fe4d:4cfb;US;7922;7922
10735;31.7.8.98;2a03:9f00:0:20::20;GB;8676;8676
10738;87.161.61.32;2003:ed:1720:d200:fa1a:67ff:fe4d:860a;DE;3320;3320
10747;76.104.11.141;2601:5cc:c802:1b57:a2f3:c1ff:fe96:12e4;US;7922;7922
10756;212.51.159.251;2a02:168:4000:0:a2f3:c1ff:fec4:5b25;CH;13030;13030
10767;217.193.139.97;2001:918:feca:0:a2f3:c1ff:fec4:484c;CH;3303;3303
10770;212.51.147.216;2a02:168:5a3f:128:a2f3:c1ff:fec4:5c29;CH;13030;13030
10777;192.165.72.176;2a02:80:3ffc:0:a2f3:c1ff:fec4:5bf0;SE;33980;34244
10782;83.163.101.137;2001:982:6896:1:fa1a:67ff:fe4d:76f9;NL;3265;3265
10790;72.183.196.181;2605:6000:130b:823d:fa1a:67ff:fe4d:7565;US;11427;11427
10792;188.246.192.25;2a03:9800:1:1:fa1a:67ff:fe4d:6df3;GB;8916;48663
10811;93.252.156.211;2003:6:41cb:b642:a2f3:c1ff:fe9c:a1f9;DE;3320;3320
10814;207.74.77.18;2001:48a8:6880:8:a2f3:c1ff:fec4:5a93;US;237;237
10816;82.65.14.79;2a01:e0a:1bc:ed90:a2f3:c1ff:fec4:5aad;FR;12322;12322
10824;80.147.68.227;2003:a:a44:9f02:fa1a:67ff:fe4d:8543;DE;3320;3320
10826;87.144.250.46;2003:cb:170e:e700:fa1a:67ff:fe4d:750f;DE;3320;3320
10836;213.162.201.210;2a02:23a0:1111:14::2;ES;13287;13287
10838;90.187.19.21;2a02:8106:8:6700:fa1a:67ff:fe4d:7512;DE;3209;3209
10864;91.58.141.139;2003:e6:f1a:49c0:a2f3:c1ff:fec4:4855;DE;3320;3320
10866;187.57.254.229;2804:431:cfc2:c1b6:a2f3:c1ff:fec4:5b79;BR;27699;27699
10874;108.28.244.33;fd4a:a5ac:9f4b:1:a2f3:c1ff:fec4:48e1;US;701;0
10888;193.0.10.203;2001:67c:2e8:13:fa1a:67ff:fe4d:755b;NL;3333;3333
10893;193.0.10.227;2001:67c:2e8:13:fa1a:67ff:fe4d:7435;NL;3333;3333
10905;207.182.40.10;2001:428:aa02:440::10;US;6373;209
10915;185.36.136.10;2a04:6440:ff:0:fa1a:67ff:fe4d:7489;DE;35368;35368
10920;84.187.79.79;2003:c8:2719:6b00:fa1a:67ff:fe4d:8529;DE;3320;3320
10923;83.196.36.106;2001:678:794:201:fa1a:67ff:fe4d:7379;FR;3215;201281
10924;46.31.104.239;2a02:2420:0:8000:fa1a:67ff:fe4d:740e;IT;197075;197075
10940;88.105.148.32;fdaa:bbcc:ddee:0:fa1a:67ff:fe4d:72f1;GB;9105;0
10941;2.236.243.12;2001:1418:13b:0:fa1a:67ff:fe4d:72fe;IT;12874;12779
10951;86.82.178.27;2a02:a451:6343:1:fa1a:67ff:fe4d:73e0;NL;1136;1136
10953;86.136.234.204;2a00:23c5:6e99:600:fa1a:67ff:fe4d:71eb;GB;2856;2856
10964;94.136.168.3;2a00:1418:2a00:3::1;DE;41391;41391
10975;194.183.10.137;2001:4c00:893b:bb:fa1a:67ff:fe52:ee07;IT;5394;197835
10984;145.100.135.224;2001:610:2d0:999:fa1a:67ff:fe4d:85f5;NL;1103;1103
10988;37.0.94.178;2001:470:1f14:5bc:a2f3:c1ff:fe96:1c2b;NL;28685;6939
10995;62.133.192.222;2001:4128:6135:5555:fa1a:67ff:fe4d:7731;NL;28788;28788
11035;94.208.215.80;fddf:a0a7:3c0:1:fa1a:67ff:fe4d:6dea;NL;33915;0
11036;86.138.183.135;2a00:23c6:6295:1101:fa1a:67ff:fe4d:6de0;GB;2856;2856
11037;95.83.170.75;2001:470:1f15:6f2:fa1a:67ff:fe4d:707f;RU;47313;6939
11059;79.242.55.163;2003:cb:c70e:2a00:fa1a:67ff:fe4d:82e5;DE;3320;3320
11069;93.215.22.169;2003:df:9f0b:a400:fa1a:67ff:fe4d:7f1e;DE;3320;3320
11075;79.196.115.134;2003:d0:2f0b:6d00:fa1a:67ff:fe4d:7531;DE;3320;3320
11079;89.178.20.60;2001:470:1f15:1b7:fa1a:67ff:fe4d:7528;RU;8402;6939
11090;108.208.27.175;2600:1700:2ec0:6430:fa1a:67ff:fe4d:74d1;US;7018;7018
11098;109.252.67.113;2a00:1370:8127:ef91:fa1a:67ff:fe4d:77e9;RU;25513;25513
11106;188.195.78.181;2a02:810d:a80:e40:fa1a:67ff:fe4d:732b;DE;3209;3209
11108;92.105.55.124;2a02:1205:c693:77c0:fa1a:67ff:fe4d:83dd;CH;3303;3303
11135;195.253.30.239;2a03:f580:81bc:fc00:fa1a:67ff:fe4d:751c;DE;15763;15763
11143;73.202.199.58;2601:646:8280:dee1:fa1a:67ff:fe4d:7120;US;7922;7922
11145;82.70.17.62;2a02:8010:6284:8c:fa1a:67ff:fe4d:73d9;GB;13037;13037
11150;212.29.34.210;2a03:f580:7004:10:212:29:34:210;DE;15763;15763
11166;193.22.2.99;2001:650::fa1a:67ff:fe52:e529;DE;28748;28748
11171;12.0.1.55;2001:1890:111d:1::5;US;7018;7018
11175;82.70.17.62;2a02:8010:6284:8c:fa1a:67ff:fe4d:6e44;GB;13037;13037
11176;87.78.216.224;2001:4dd7:ea15:0:fa1a:67ff:fe4d:85fc;DE;8422;8422
11181;81.2.114.177;2001:8b0:dcb:7d85:fa1a:67ff:fe4d:6cc3;GB;20712;20712
11185;139.18.11.1;2001:638:902:2000:fa1a:67ff:fe4d:76ab;DE;680;680
11194;109.250.136.182;2001:16b8:24c0:f200:fa1a:67ff:fe4d:8612;DE;8881;8881
11199;85.233.40.235;2001:4c50:25e:5e00:fa1a:67ff:fe4d:59ea;DE;35244;35244
11202;93.94.70.249;2a02:110::10;CH;44776;44776
11206;213.211.195.38;2a03:5080:1:4::64;DE;43341;43341
11215;192.136.136.246;2001:500:110:c00::99;US;10745;10745
11217;94.228.191.86;2001:ab8:240:5:fa1a:67ff:fe4d:773f;FR;34177;34177
11218;210.198.22.238;2001:2f0:107:2:fa1a:67ff:fe4d:4cb1;JP;7514;7514
11220;80.100.93.2;2001:980:eb23:1:fa1a:67ff:fe4d:83ef;NL;3265;3265
11223;90.217.70.95;2a02:c7f:baef:5800:fa1a:67ff:fe4d:73a0;GB;5607;5607
11243;92.148.173.30;2a01:cb10:5b5:5600:fa1a:67ff:fe4d:739f;FR;3215;3215
11250;50.131.43.33;2601:9:4980:3d:a2f3:c1ff:fec4:59eb;US;7922;7922
11261;203.178.129.61;2001:200:132:3:a2f3:c1ff:fec4:490a;JP;2500;2500
11264;79.193.245.99;2001:bf7:830:888:fa1a:67ff:fe4d:704c;DE;3320;44194
11280;86.18.63.175;2001:470:189a:ffff:fa1a:67ff:fe4d:773c;GB;5089;6939
11281;75.110.152.51;::fa1a:67ff:fe4d:78e3;US;19108;0
11285;31.172.112.66;2a04:2200:bad:e00::66;DE;60955;60955
11299;176.198.202.100;2a02:908:4e2:f0a0:fa1a:67ff:fe4d:70de;DE;6830;6830
11315;201.76.99.28;2804:224::28;BR;262792;262792
11327;41.222.48.34;2c0f:fbf0:11:0:fa1a:67ff:fe4d:836e;ZA;32653;32653
11341;77.37.142.59;2a02:2168:9306:900:fa1a:67ff:fe4d:7539;RU;42610;42610
11357;109.190.229.150;2001:41d0:fe4b:ecff:fa1a:67ff:fe4d:6dc7;FR;35540;35540
11374;93.100.214.144;2a05:3580:2400:1022:fa1a:67ff:fe4d:83de;RU;35807;35807
11378;217.102.247.137;2a02:f68:0:4:fa1a:67ff:fe4d:83f4;NL;15542;15542
11400;185.17.70.94;2a04:503:0:1008::94;CH;198249;198249
11405;135.196.255.244;2a01:98:1:1337:fa1a:67ff:fe4d:7719;GB;8190;8190
11421;188.105.208.99;2002:bc69:d063:0:fa1a:67ff:fe4d:7d69;DE;3209;0
11426;91.211.184.25;2001:67c:24c8:25::1;RU;48679;0
11437;185.134.37.242;2001:470:28:7bf:fa1a:67ff:fe52:eae7;RU;8416;6939
11438;193.105.150.5;2001:67c:1954:2:fa1a:67ff:fe52:e52c;GB;59676;44574
11453;80.64.99.34;2a00:1c28:1:fafa:4::2;RU;20764;20764
11458;94.26.128.109;2a02:2510:0:f100:fa1a:67ff:fe4d:8646;RU;44068;44068
11462;185.35.220.26;2a00:e460:2a00:caff:ee::1ce;RU;62251;62251
11473;89.28.160.26;2a02:2650:0:91:fa1a:67ff:fe4d:8020;RU;41302;41302
11491;217.169.242.200;2a02:2440:2:3:fa1a:67ff:fe4d:847d;FR;33835;33835
11495;2.236.175.180;fda6:cf84:82cd:1:fa1a:67ff:fe4d:78d7;IT;12874;0
11500;73.33.112.67;2601:82:4380:3ae9:fa1a:67ff:fe4d:83f0;US;7922;7922
11504;14.2.101.171;2001:44b8:24a:7000:a2f3:c1ff:fec4:5701;AU;7545;4739
11513;96.76.225.45;2603:3015:41a4:c0:fa1a:67ff:fe4d:800f;US;7922;7922
11516;213.129.66.97;2a00:1430:1100:ff01::6;GB;24958;24958
11528;204.2.134.10;2001:418:8405:f001:a2f3:c1ff:fe96:10a1;US;2914;2914
11531;91.171.66.4;2a01:e0a:2d0:8100:a2f3:c1ff:fe9c:a1f2;FR;12322;12322
11533;94.210.151.9;2001:1af8:4100:b040::22;NL;33915;60781
11535;47.152.38.212;2001:470:d:539:a2f3:c1ff:fec4:5a76;US;5650;6939
11536;45.19.223.97;2600:1700:3ec0:5238:a2f3:c1ff:fec4:3825;US;7018;7018
11539;131.112.36.195;2403:4440:ffff:204:fa1a:67ff:fe4d:87db;JP;9367;9367
11540;213.127.92.66;2a02:a210:a03:1780:fa1a:67ff:fe4d:7730;NL;6830;6830
11546;85.115.30.114;2a02:788:0:3::2;DE;12843;12843
11551;163.1.5.203;2001:630:441:905::cb;GB;786;786
11582;71.231.59.21;2601:602:9e80:14d8:fa1a:67ff:fe4d:74f1;US;7922;7922
11584;185.26.11.126;2a00:8360:ffff:ffff::126;SE;60792;60792
11585;37.2.85.219;2a00:801:2d5:8d4f:fa1a:67ff:fe4d:6a79;SE;1257;1257
11598;109.69.8.210;2a00:1508::210;ES;49835;49835
11600;89.251.238.78;2a02:aa8:0:2001::10;ES;30892;30892
11602;89.251.238.74;2a02:aa8:0:2000::10;ES;30892;30892
11603;178.174.195.26;2001:9b0:27e:800:fa1a:67ff:fe4d:86d1;SE;8473;8473
11608;82.197.214.140;2a02:898:28:201:fa1a:67ff:fe4d:8383;NL;25596;8283
11617;185.3.128.126;2a02:5cc0:0:1:fa1a:67ff:fe4d:7d60;FR;59689;59689
11619;91.151.64.206;2a00:ef60:0:64::206;FR;12826;12826
11621;91.109.120.23;2a01:66c0::fa1a:67ff:fe4d:753a;FR;58308;58308
11622;95.165.149.38;fd0e:8ff4:d1e8:1:fa1a:67ff:fe4d:730c;RU;25513;0
11632;78.193.228.86;2a01:e34:ec1e:4567:fa1a:67ff:fe4d:73c4;FR;12322;12322
11634;209.33.220.90;2604:2c00:0:109::2;US;11071;11071
11636;93.189.144.16;2a00:f2a0:0:f102:fa1a:67ff:fe4d:71d3;RU;12555;12555
11642;213.127.22.174;2a02:a210:2204:e271:fa1a:67ff:fe4d:7ca4;NL;6830;6830
11656;24.134.20.245;2a02:8106:20c:9700:fa1a:67ff:fe4d:7197;DE;3209;3209
11671;80.100.44.49;2001:980:996e:1:fa1a:67ff:fe4d:9397;NL;3265;3265
11690;145.220.0.33;2001:67c:6ec:201:fa1a:67ff:fe4d:813d;NL;1101;1101
11698;192.87.28.101;2001:678:230:3028:fa1a:67ff:fe4d:73de;NL;1103;1102
11706;74.208.134.54;2607:f1c0:0:2::6a;US;8560;8560
11707;109.250.134.110;2001:16b8:247b:c200:fa1a:67ff:fe52:f306;DE;8881;8881
11713;213.124.174.103;2001:470:1f15:55f:fa1a:67ff:fe52:f2dc;NL;6830;6939
11715;178.140.147.63;2a02:2168:8c3e:e800:fa1a:67ff:fe52:f304;RU;42610;42610
11724;85.208.144.20;2a09:8740:20ae:0:fa1a:67ff:fe4d:76a3;FR;35426;35426
11729;85.208.144.21;2a09:8740:20af:0:fa1a:67ff:fe4d:76ef;FR;35426;35426
11732;176.191.199.146;2a09:8740:20ab:0:fa1a:67ff:fe4d:8602;FR;5410;35426
11734;103.67.248.162;2404:8280:a111:109::2;AU;38719;38719
11735;62.2.112.198;2001:470:b475:0:fa1a:67ff:fe4d:8607;CH;6830;6939
11736;185.20.35.2;2a00:4ae0::a:11a5;GB;199291;0
11743;80.238.139.187;2001:470:b76f:0:fa1a:67ff:fe4d:6bac;CH;15517;6939
11745;64.255.95.122;2604:2c00:0:402:fa1a:67ff:fe4d:66b7;US;11071;11071
11751;78.140.6.51;2a04:3cc0:1000:1:fa1a:67ff:fe4d:801e;RU;31357;31036
11789;46.243.87.201;2a02:b98:f181:b1d8:a2f3:c1ff:fec4:3824;DE;12897;12897
11790;78.212.88.167;2a01:e34:ed45:8a70:a2f3:c1ff:fec4:381a;FR;12322;12322
11799;217.233.254.69;2002:d9e9:fe45:0:a2f3:c1ff:fec4:3827;DE;3320;0
11807;86.27.51.98;2001:470:1f09:430:a2f3:c1ff:fec4:4914;GB;5089;6939
11812;68.34.126.162;2601:405:c100:c571:fa1a:67ff:fe4d:87c8;US;7922;7922
11813;84.45.155.58;2001:4d48:ad54:7a01:fa1a:67ff:fe4d:869e;GB;8468;8468
11819;217.224.232.141;2003:e6:b731:bc00:fa1a:67ff:fe4d:879c;DE;3320;3320
11820;83.241.250.9;2a00:d90:a:47::ffff;SE;21195;21195
11828;82.64.101.188;2a01:e0a:1db:d0c0:fa1a:67ff:fe4d:8042;FR;12322;12322
11837;74.117.239.125;2607:ff50:0:3:fa1a:67ff:fe4d:86c9;US;53264;53264
11849;83.85.237.152;fd26:4278:e086:0:fa1a:67ff:fe4d:7080;NL;33915;0
11854;83.161.146.203;2001:980:94fe:1:fa1a:67ff:fe4d:7613;NL;3265;3265
11857;68.37.21.198;2601:40b:0:10a0:fa1a:67ff:fe4d:78f2;US;7922;7922
11863;31.16.154.159;2a02:8108:3e40:ff0:fa1a:67ff:fe4d:78f7;DE;3209;3209
11873;80.67.176.84;2001:910:1054:0:fa1a:67ff:fe4d:7741;FR;20766;20766
11877;31.31.44.97;2a06:d440:1:442:fa1a:67ff:fe4d:7533;IT;57329;57329
11892;108.14.252.191;2001:470:8b1c:0:fa1a:67ff:fe4d:8384;US;701;6939
11905;77.22.248.248;fd00:bc4d:fb0d:9132:a2f3:c1ff:fec4:5972;DE;31334;0
11914;82.68.101.238;2a02:8010:e001:7:a2f3:c1ff:fec4:5e73;GB;13037;13037
11918;185.148.180.14;2620:11c:f:6:a2f3:c1ff:fec4:5ed2;US;27647;27647
11938;177.188.212.231;2804:431:c7e2:7ef:a2f3:c1ff:fec4:5b59;BR;27699;27699
11942;185.21.165.3;2a00:8140:1000:2::2;DE;60351;60351
11950;90.113.46.31;2a01:cb1d:8104:ce00:a2f3:c1ff:fec4:5cbe;FR;3215;3215
11951;195.128.138.180;2a00:4ae0:2000:0:a2f3:c1ff:fec4:3b8b;GB;199291;199291
11963;185.31.230.94;fd00::a2f3:c1ff:fec4:4928;NL;15426;0
11974;84.176.228.113;2003:e5:1715:c900:a2f3:c1ff:fec4:491f;DE;3320;3320
11982;110.4.129.114;2405:6586:640:10:a2f3:c1ff:fec4:400e;JP;4685;4685
11985;73.165.140.227;2601:48:0:130:a2f3:c1ff:fec4:4075;US;7922;7922
11989;73.158.39.122;2601:647:4500:ac20:a2f3:c1ff:fec4:5acd;US;7922;7922
11997;86.149.11.47;2a00:23c7:581:1f01:a2f3:c1ff:fec4:5b88;GB;2856;2856
11999;82.69.250.134;fd1c:eaf0:747b:0:a2f3:c1ff:fec4:4dbd;GB;13037;0
12006;193.0.10.252;2001:67c:2e8:13:a2f3:c1ff:fec4:3fc5;ES;3333;3333
12014;146.185.145.250;2001:470:7d49:133:a2f3:c1ff:fec4:5861;FR;14061;6939
12020;109.190.150.56;2001:41d0:fe54:7f00:a2f3:c1ff:fec4:3d1f;FR;35540;35540
12023;31.52.22.59;2a00:23c7:ad07:b401:a2f3:c1ff:fec4:5fca;GB;2856;2856
12026;84.164.227.251;2003:45:4621:6b00:a2f3:c1ff:fec4:4adf;DE;3320;3320
12027;109.69.65.181;2a02:16d0:1000:e700::2;DE;49855;49855
12028;93.241.79.44;2003:a:270f:2c00:a2f3:c1ff:fec4:5dce;DE;3320;3320
12038;79.249.216.24;2003:e5:5716:e400:a2f3:c1ff:fec4:48d7;DE;3320;3320
12042;80.67.160.122;2001:910:102e:46:a2f3:c1ff:fec4:4821;FR;20766;20766
12049;81.2.123.75;2001:8b0:1575:322c:a2f3:c1ff:fec4:4820;GB;20712;20712
12055;31.92.148.199;fd00::1:a2f3:c1ff:fec4:5db3;GB;12576;0
12060;73.22.170.75;2601:240:4100:4a2:a2f3:c1ff:fec4:5f7f;US;7922;7922
12061;178.238.166.162;2a02:21b0:644f:f675:a2f3:c1ff:fec4:4aea;CH;57370;57370
12068;189.79.192.162;2804:431:970d:28f8:a2f3:c1ff:fec4:4b1b;BR;27699;27699
12070;174.49.121.158;2601:c3:4200:3ac:a2f3:c1ff:fec4:5cbb;US;7922;7922
12092;87.173.79.221;2003:f8:4f13:fb00:a2f3:c1ff:fec4:49b2;DE;3320;3320
12100;68.98.96.203;2600:8800:6780:15bb:a2f3:c1ff:fec4:425f;US;22773;22773
12105;174.18.73.231;2602:ae:1249:e700:a2f3:c1ff:fec4:4877;US;209;209
12111;217.228.64.177;2001:6f8:10a3:3:a2f3:c1ff:fec4:382b;DE;3320;4589
12113;121.208.159.15;2001:44b8:4141:e00:a2f3:c1ff:fec4:4db5;AU;1221;4739
12120;192.167.213.94;2001:760:2e01:f:a2f3:c1ff:fec4:3b48;IT;137;137
12146;108.195.89.236;2600:1702:1890:2f60:a2f3:c1ff:fec4:3ac9;US;7018;7018
12156;173.29.59.49;2604:2d80:e805:3200:fa1a:67ff:fe4d:766a;US;30036;30036
12159;72.21.67.50;2604:8c00:11e:0:fa1a:67ff:fe4d:765c;US;4474;4474
12166;98.222.119.30;2601:245:c000:4b:fa1a:67ff:fe4d:74a7;US;7922;7922
12170;217.18.40.3;2a01:a940:50:3:fa1a:67ff:fe4d:6fee;ES;15954;15954
12180;69.139.117.20;2601:482:4400:ca1:fa1a:67ff:fe52:e6c7;US;7922;7922
12199;103.2.251.37;2409:11:ad80:500:fa1a:67ff:fe4d:7f82;JP;55391;55391
12211;81.173.192.100;2001:4dd0:200:402::8422;DE;8422;8422
12220;195.32.69.197;2a00:1be0:0:99::197;IT;21034;21034
12225;87.147.153.181;2003:e5:3f08:824:a2f3:c1ff:fec4:44d9;DE;3320;3320
12226;76.209.242.70;2600:1700:87f1:41f:a2f3:c1ff:fec4:46e0;US;7018;7018
12239;84.160.217.53;2003:e7:ef44:b900:a2f3:c1ff:fec4:5ed6;DE;3320;3320
12249;73.223.67.168;2601:646:4102:8a:a2f3:c1ff:fec4:4d73;US;7922;7922
12263;82.161.210.122;2001:980:c324:4:a2f3:c1ff:fec4:5df7;NL;3265;3265
12264;87.123.193.64;2001:16b8:46fc:e600:a2f3:c1ff:fec4:5e03;DE;8881;8881
12298;93.227.178.200;2003:fc:d70c:a000:a2f3:c1ff:fec4:49bd;DE;3320;3320
12299;73.158.248.41;2601:647:4200:c8e0:a2f3:c1ff:fec4:4ac0;US;7922;7922
12300;50.117.26.108;2607:f358:1:fffe:a2f3:c1ff:fea6:7881;US;18779;18779
12302;61.69.146.10;fd88:e3ab:55a4:d400:a2f3:c1ff:fec4:5c64;AU;7545;0
12313;109.190.68.200;2001:41d0:fe4a:ab00:a2f3:c1ff:fec4:5b14;FR;35540;35540
12315;72.185.0.168;2603:9000:cb0a:9727:a2f3:c1ff:fec4:5ac0;US;33363;33363
12318;70.226.121.136;2600:1700:494:8990:a2f3:c1ff:fec4:3846;US;7018;7018
12320;45.17.13.240;2600:1700:17c0:26c0:a2f3:c1ff:fec4:5a4e;US;7018;7018
12327;101.178.220.162;2001:8003:242f:4f01:a2f3:c1ff:fec4:490b;AU;1221;1221
12328;86.247.181.183;2a01:cb04:470:e800:a2f3:c1ff:fec4:488d;FR;3215;3215
12330;70.131.33.76;2600:1700:1390:5c1f:a2f3:c1ff:fec4:5eed;US;7018;7018
12331;69.255.37.90;2601:147:4200:9fb2:a2f3:c1ff:fec4:5595;US;7922;7922
12334;98.11.20.233;2604:6000:1524:4679:a2f3:c1ff:fec4:4da4;US;11351;11351
12335;212.18.243.122;2a00:78c0:0:1:a2f3:c1ff:fec4:3ac7;FR;198435;198435
12341;84.26.229.162;2001:1c03:58c4:d400:a2f3:c1ff:fec4:5c7b;NL;33915;33915
12349;88.97.99.86;2a02:8011:401d:1f:fa1a:67ff:fe52:f3ea;GB;13037;13037
12360;82.64.220.111;2a01:e0a:544:2320:fa1a:67ff:fe4d:8506;FR;12322;12322
12363;59.167.170.228;2001:44b8:31b6:5569:fa1a:67ff:fe4d:8680;AU;4739;4739
12367;82.113.164.137;2a02:2b38:4:403::4;GB;6067;6067
12368;46.250.252.53;2001:8b0:1633:0:fa1a:67ff:fe4d:7672;GB;20712;20712
12372;167.179.130.44;2403:5800:3100:800:fa1a:67ff:fe4d:8636;AU;4764;4764
12378;81.187.237.237;2001:8b0:12:98:fa1a:67ff:fe4d:827b;GB;20712;20712
12389;154.126.209.1;2c0f:f4e8:2100:c:fa1a:67ff:fe4d:709f;ZA;327750;327750
12406;124.150.62.223;fd36:4e04:c3c7:0:fa1a:67ff:fe4d:7f79;AU;7545;0
12410;119.17.137.91;2403:5800:3101:ea00:fa1a:67ff:fe52:e530;AU;4764;4764
12413;122.150.41.114;fd00::fa1a:67ff:fe52:e25b;AU;9443;0
12418;203.0.120.50;2403:5800:9100:aa05:fa1a:67ff:fe4d:93a7;AU;4764;4764
12423;210.185.68.158;fd0d:31de:57d3:0:fa1a:67ff:fe4d:7c66;AU;7545;0
12438;90.100.163.112;2a01:cb10:87d6:6c00:a2f3:c1ff:fec4:44f1;FR;3215;3215
12439;85.195.208.94;2001:678:d08:b01:a2f3:c1ff:fec4:3c5e;CH;13030;213376
12449;78.212.28.180;2a01:e34:ed41:cb40:a2f3:c1ff:fec4:4a9d;FR;12322;12322
12450;155.239.161.3;2001:4208:104:2:a2f3:c1ff:fec4:5e33;ZA;5713;9498
12451;37.208.115.194;2a00:c7c0:0:1260::194;NL;205617;205617
12461;185.87.210.2;2a04:2140:4000::aaaa;GB;199283;199283
12470;103.35.152.58;2402:ca80:7001:1:a2f3:c1ff:fec4:598e;AU;64017;64017
12472;86.215.225.173;2a01:cb08:8b68:f900:a2f3:c1ff:fec4:4826;FR;3215;3215
12482;151.229.15.112;2a02:c7f:6016:4500:a2f3:c1ff:fea6:66fe;GB;5607;5607
12488;46.250.252.209;2001:8b0:1633:1:a2f3:c1ff:fec4:55d1;GB;20712;20712
12501;109.91.35.74;2a02:908:1983:8e0:11f:d8a:c547:b4d4;DE;6830;6830
12506;192.148.252.30;2610:178:ff0:100:a2f3:c1ff:fec4:5bdf;US;3066;16668
12527;194.116.126.40;2001:7f8:23:78:a2f3:c1ff:fec4:5bd6;IT;41364;25309
12530;73.2.63.18;2601:202:8000:563a:a2f3:c1ff:fec4:4da0;US;7922;7922
12538;24.91.203.228;2601:194:8280:88a0:a2f3:c1ff:fec4:559d;US;7922;7922
12581;73.38.163.131;2601:198:4100:84b0:2d04:40be:2ef5:a57f;US;7922;7922
12583;185.66.195.95;2a03:2260:2342:100:fa1a:67ff:fe4d:8685;DE;201701;201701
12589;73.66.100.230;2601:204:c100:e185:fa1a:67ff:fe4d:7437;US;7922;7922
12600;173.228.90.45;2001:440:1878:baad:fa1a:67ff:fe52:f3ef;US;46375;1878
12609;107.2.253.102;fd7a:ba82:8e47:1:fa1a:67ff:fe52:ec41;US;7922;0
12621;67.180.43.6;2601:648:4300:f860:fa1a:67ff:fe52:e64c;US;7922;7922
12622;73.225.61.239;2601:602:9200:424e:fa1a:67ff:fe52:f229;US;7922;7922
12642;85.112.112.226;2a00:1b30:8003:40::79;RU;25478;25478
12650;73.89.156.84;2601:18c:8800:5d3:fa1a:67ff:fe4d:6bc5;US;7922;7922
12652;73.35.163.21;2601:600:a180:3b90:fa1a:67ff:fe4d:51cd;US;7922;7922
12656;67.149.1.145;2002:4395:191:e472:a2f3:c1ff:fec4:5b5b;US;12083;0
12668;73.201.248.91;2601:14c:4280:10c0:a2f3:c1ff:fec4:4a1b;US;7922;7922
12673;73.180.237.180;2601:153:980:13ad:a2f3:c1ff:fec4:4a48;US;7922;7922
12677;73.151.23.17;2601:200:4101:45eb:fa1a:67ff:fe4d:76a0;US;7922;7922
12679;67.189.220.94;2601:186:4002:5b26:a2f3:c1ff:fec4:5cbf;US;7922;7922
12680;50.203.50.22;2001:559:c069:1:a2f3:c1ff:fec4:5d8e;US;7922;7922
12681;71.231.54.81;2601:602:9e00:522:a2f3:c1ff:fec4:5ce9;US;7922;7922
12684;73.227.180.221;2001:67c:2e8:13:fa1a:67ff:fe4d:735d;US;7922;3333
12686;73.159.137.68;2601:184:c501:a20:fa1a:67ff:fe4d:7229;US;7922;7922
12692;71.67.189.161;2605:a000:1113:60d4:fa1a:67ff:fe4d:8788;US;10796;10796
12693;75.133.124.110;2600:6c65:7a80:305:fa1a:67ff:fe4d:899b;US;20115;20115
12696;73.226.253.109;2601:8d:8800:967d:fa1a:67ff:fe4d:83d5;US;7922;7922
12707;62.216.208.169;2001:a61:b6d:9b01:fa1a:67ff:fe4d:8818;DE;8767;8767
12719;185.174.125.38;2a0b:9f00:8::2;NL;47973;47973
12724;193.149.48.133;2001:608:4:0:a2f3:c1ff:fec4:5aaf;DE;5539;5539
12728;73.162.11.142;2601:647:4301:9590:a2f3:c1ff:fec4:5a38;US;7922;7922
12732;81.98.191.182;2001:470:6a6f::6;GB;5089;6939
12735;76.173.13.39;2605:e000:110f:337:a2f3:c1ff:fec4:3997;US;20001;20001
12739;64.246.232.221;2001:470:8d03:c0d:a2f3:c1ff:fec4:5c23;US;395685;6939
12750;185.104.16.33;2a00:f740:100:0:a2f3:c1ff:fec4:3fe7;CH;28875;28875
12755;82.1.136.125;2001:470:6a4e:58::5;GB;5089;6939
